gene_id,chr,type,phenotype,celltype,MiXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
ENSG00000236036.1,13,NonSpecific,DA,fibroblast,6,5,0,1,0.993280997116612,0.320573035540388,0.993280997116612,0.320573035540388,0.320573035540388
ENSG00000142233.11,19,CellTypeSpecific,DA,epithelial,49,47,0,7,2.77586256789173,0.00550554752401098,1.11380764170182,0.265361717947544,0.0108377417374092
ENSG00000149054.15,11,CellTypeSpecific,DA,epithelial,55,55,5,2,0.12189656974972,0.902980932313044,-0.135938062906594,0.891870244904538,0.897716032897437
ENSG00000183779.6,8,CellTypeSpecific,DA,epithelial,38,38,0,5,1.26098085527699,0.207315744843714,1.29183174558255,0.196415418972053,0.201738685297257
ENSG00000224397.5,20,CellTypeSpecific,DA,epithelial,56,55,2,7,3.10299225728282,0.00191574652385679,0.112403120054729,0.91050378156119,0.00391288734525773
ENSG00000048707.13,1,NonSpecific,DA,epithelial,42,38,0,6,0.771977061823232,0.440128013339205,0.771977061823232,0.440128013339205,0.440128013339205
ENSG00000084676.15,2,NonSpecific,DA,epithelial,37,37,2,6,-0.295842992251785,0.767349988707236,-0.295842992251785,0.767349988707236,0.767349988707236
ENSG00000092607.13,1,NonSpecific,DA,epithelial,34,34,3,4,-1.68196887849211,0.0925748748907327,-1.68196887849211,0.0925748748907327,0.0925748748907327
ENSG00000103199.13,16,NonSpecific,DA,epithelial,58,55,3,8,-1.40811900372756,0.159095834718895,-1.40811900372756,0.159095834718895,0.159095834718895
ENSG00000110092.3,11,NonSpecific,DA,epithelial,28,27,1,2,-2.29634246338991,0.0216563079609691,-2.29634246338991,0.0216563079609691,0.0216563079609692
ENSG00000165269.12,9,NonSpecific,DA,epithelial,33,30,2,6,0.95681589883287,0.338660186041825,0.95681589883287,0.338660186041825,0.338660186041825
ENSG00000166333.13,11,NonSpecific,DA,epithelial,30,29,0,2,-0.0618432155910078,0.950687688265283,-0.0618432155910078,0.950687688265283,0.950687688265283
ENSG00000198914.3,2,NonSpecific,DA,epithelial,25,25,1,1,-3.13298967876555,0.00173035526727473,-3.13298967876555,0.00173035526727473,0.00173035526727473
ENSG00000226445.1,6,NonSpecific,DA,epithelial,28,27,1,3,1.67196422894661,0.0945313760076855,1.67196422894661,0.0945313760076855,0.0945313760076855
ENSG00000232871.8,19,NonSpecific,DA,epithelial,42,42,0,7,6.67023020409933,2.55402486273058e-11,6.67023020409933,2.55402486273058e-11,2.55402269779758e-11
ENSG00000236036.1,13,NonSpecific,DA,epithelial,7,6,0,2,1.02737731264961,0.304242830210175,1.02737731264961,0.304242830210175,0.304242830210175
ENSG00000257800.1,2,NonSpecific,DA,epithelial,22,21,0,6,0.0648366800964214,0.948304036385207,0.0648366800964214,0.948304036385207,0.948304036385207
ENSG00000277147.4,1,NonSpecific,DA,epithelial,17,6,1,2,-1.15181792163891,0.249395901816815,-1.15181792163891,0.249395901816815,0.249395901816815
ENSG00000048707.13,1,CellTypeSpecific,NDA,adipose,52,44,1,5,0.584134892085369,0.559129561324123,-0.950079888467651,0.342071661379915,0.444332101555319
ENSG00000084676.15,2,CellTypeSpecific,NDA,adipose,60,60,4,10,-1.13974480703811,0.25439263395472,-1.40531205150087,0.1599285062448,0.197822808708411
ENSG00000134917.9,11,CellTypeSpecific,NDA,adipose,13,13,1,0,-0.144347090691214,0.885226394650423,-0.049105867940637,0.96083492711069,0.941387485938762
ENSG00000142233.11,19,CellTypeSpecific,NDA,adipose,47,47,0,7,0.17887909624122,0.858032636823172,0.617344550096691,0.53700748785625,0.76573878838122
ENSG00000149054.15,11,CellTypeSpecific,NDA,adipose,59,57,4,3,0.415855306112848,0.677515885836336,-0.965982233867391,0.334053071090012,0.507858518472137
ENSG00000198914.3,2,CellTypeSpecific,NDA,adipose,30,30,1,2,0.217247155699166,0.828015737173406,1.4973979791465,0.134289733808261,0.412966516583727
ENSG00000236036.1,13,CellTypeSpecific,NDA,adipose,7,6,0,1,-10.0634870412204,8.01095402112985e-24,-9.02730091587191,1.75958049272049e-19,1.60211786358702e-23
ENSG00000257800.1,2,CellTypeSpecific,NDA,adipose,42,41,1,8,-0.415417048557266,0.677836628358228,0.100559017119359,0.919900531334372,0.867263127016403
ENSG00000092607.13,1,NonSpecific,NDA,adipose,33,33,3,4,0.371892973901403,0.70997253657375,0.371892973901403,0.70997253657375,0.70997253657375
ENSG00000103199.13,16,NonSpecific,NDA,adipose,55,52,4,7,-2.39431828339773,0.0166512921798713,-2.39431828339773,0.0166512921798713,0.0166512921798713
ENSG00000110092.3,11,NonSpecific,NDA,adipose,27,26,1,2,2.22013412181918,0.0264096645760192,2.22013412181918,0.0264096645760192,0.0264096645760192
ENSG00000159164.9,1,NonSpecific,NDA,adipose,26,13,1,2,-0.701636316481117,0.482905997412315,-0.701636316481117,0.482905997412315,0.482905997412315
ENSG00000165269.12,9,NonSpecific,NDA,adipose,28,25,1,6,-1.21274650592358,0.225226753350333,-1.21274650592358,0.225226753350333,0.225226753350333
ENSG00000166333.13,11,NonSpecific,NDA,adipose,18,17,0,1,0.775117997492929,0.438269937733672,0.775117997492929,0.438269937733672,0.438269937733672
ENSG00000224397.5,20,NonSpecific,NDA,adipose,37,36,2,2,-0.379665948250902,0.704193400091461,-0.379665948250902,0.704193400091461,0.704193400091461
ENSG00000226445.1,6,NonSpecific,NDA,adipose,28,27,1,3,2.90843579860132,0.00363241751946097,2.90843579860132,0.00363241751946097,0.00363241751946102
ENSG00000232871.8,19,NonSpecific,NDA,adipose,37,37,0,6,1.88571085645854,0.0593339291184261,1.88571085645854,0.0593339291184261,0.0593339291184261
ENSG00000277147.4,1,NonSpecific,NDA,adipose,22,8,1,2,0.352947145564257,0.724128065332503,0.352947145564257,0.724128065332503,0.724128065332503
ENSG00000048707.13,1,CellTypeSpecific,NDA,fibroblast,33,29,0,5,-0.462311275812094,0.643858114673995,-0.241932093996237,0.808832781284744,0.745592401687105
ENSG00000092607.13,1,CellTypeSpecific,NDA,fibroblast,33,33,3,5,0.0756444087161635,0.939702004607999,0.549849718457634,0.582422454099253,0.88861980996887
ENSG00000110092.3,11,CellTypeSpecific,NDA,fibroblast,44,43,1,5,1.39353922699526,0.163456791500125,1.51109947521064,0.130763108406993,0.145421745569965
ENSG00000142233.11,19,CellTypeSpecific,NDA,fibroblast,55,55,0,7,-0.154184653378454,0.877464142322519,0.365681385487503,0.714602837740821,0.825151249682348
ENSG00000159164.9,1,CellTypeSpecific,NDA,fibroblast,20,11,1,2,-0.493729122817214,0.62149749482514,-0.962842000927067,0.335626819403186,0.473577034882275
ENSG00000176920.11,19,CellTypeSpecific,NDA,fibroblast,46,46,3,6,0.405685065154802,0.684974017196394,0.425618942663342,0.670385534970883,0.677784188894828
ENSG00000183779.6,8,CellTypeSpecific,NDA,fibroblast,36,36,0,6,-11.5823047248847,5.06653115025012e-31,-9.33833522447194,9.78606521854442e-21,1.01330622999756e-30
ENSG00000257800.1,2,CellTypeSpecific,NDA,fibroblast,31,29,2,8,0.258307552891558,0.796169557654186,-0.346321414868902,0.729101176512761,0.766488741026487
ENSG00000277147.4,1,CellTypeSpecific,NDA,fibroblast,34,9,0,3,-0.96495506890412,0.334567317017591,-0.909641239044483,0.363011742615404,0.348462264608289
ENSG00000084676.15,2,NonSpecific,NDA,fibroblast,29,29,2,5,-2.04495849245846,0.0408589504319539,-2.04495849245846,0.0408589504319539,0.0408589504319539
ENSG00000103199.13,16,NonSpecific,NDA,fibroblast,53,50,3,7,-2.47766052040792,0.0132246906628577,-2.47766052040792,0.0132246906628577,0.0132246906628578
ENSG00000149054.15,11,NonSpecific,NDA,fibroblast,53,53,4,1,-0.688009239004033,0.491446963304091,-0.688009239004033,0.491446963304091,0.491446963304091
ENSG00000165269.12,9,NonSpecific,NDA,fibroblast,28,25,1,6,-1.18585896186029,0.235678002001679,-1.18585896186029,0.235678002001679,0.235678002001679
ENSG00000166333.13,11,NonSpecific,NDA,fibroblast,36,35,0,3,0.921887648257681,0.356587182593511,0.921887648257681,0.356587182593511,0.356587182593511
ENSG00000198914.3,2,NonSpecific,NDA,fibroblast,25,25,1,1,2.86797621411945,0.00413106589412946,2.86797621411945,0.00413106589412946,0.00413106589412952
ENSG00000224397.5,20,NonSpecific,NDA,fibroblast,41,40,2,2,-0.358976179054058,0.719612909564112,-0.358976179054058,0.719612909564112,0.719612909564112
ENSG00000226445.1,6,NonSpecific,NDA,fibroblast,30,29,1,3,2.91196339871434,0.00359164718451946,2.91196339871434,0.00359164718451946,0.00359164718451952
ENSG00000232871.8,19,NonSpecific,NDA,fibroblast,44,44,0,7,1.82288807164467,0.0683203449150734,1.82288807164467,0.0683203449150734,0.0683203449150734
ENSG00000236036.1,13,NonSpecific,NDA,fibroblast,6,5,0,1,-4.86390142476668,1.15094249934151e-06,-4.86390142476668,1.15094249934151e-06,1.15094249939554e-06
ENSG00000142233.11,19,CellTypeSpecific,NDA,epithelial,49,47,0,7,0.00499713873303986,0.99601287675073,0.48120221627546,0.630372785859041,0.9920701102666
ENSG00000149054.15,11,CellTypeSpecific,NDA,epithelial,55,55,5,2,0.828234969649833,0.407537443146185,-0.992609140253684,0.320900468721991,0.361506386011014
ENSG00000183779.6,8,CellTypeSpecific,NDA,epithelial,38,38,0,5,-7.21261119852861,5.48889735618289e-13,-9.21265641189341,3.18152074943336e-20,6.36304113006212e-20
ENSG00000224397.5,20,CellTypeSpecific,NDA,epithelial,56,55,2,7,-1.07772377543612,0.281157044949259,0.845909975217186,0.397602967303603,0.333365221197225
ENSG00000048707.13,1,NonSpecific,NDA,epithelial,42,38,0,6,-0.44658170068144,0.655177110586466,-0.44658170068144,0.655177110586466,0.655177110586466
ENSG00000084676.15,2,NonSpecific,NDA,epithelial,37,37,2,6,-2.06326634383465,0.0390873298714285,-2.06326634383465,0.0390873298714285,0.0390873298714286
ENSG00000092607.13,1,NonSpecific,NDA,epithelial,34,34,3,4,0.40503487464441,0.68545187618827,0.40503487464441,0.68545187618827,0.68545187618827
ENSG00000103199.13,16,NonSpecific,NDA,epithelial,58,55,3,8,-2.19598794877297,0.0280928059712549,-2.19598794877297,0.0280928059712549,0.028092805971255
ENSG00000110092.3,11,NonSpecific,NDA,epithelial,28,27,1,2,2.4025130935686,0.0162828516314675,2.4025130935686,0.0162828516314675,0.0162828516314676
ENSG00000165269.12,9,NonSpecific,NDA,epithelial,33,30,2,6,-1.18619744206382,0.235544336181061,-1.18619744206382,0.235544336181061,0.235544336181061
ENSG00000166333.13,11,NonSpecific,NDA,epithelial,30,29,0,2,0.95037620622692,0.341921129578705,0.95037620622692,0.341921129578705,0.341921129578705
ENSG00000198914.3,2,NonSpecific,NDA,epithelial,25,25,1,1,2.87920896777273,0.00398674073044091,2.87920896777273,0.00398674073044091,0.00398674073044093
ENSG00000226445.1,6,NonSpecific,NDA,epithelial,28,27,1,3,2.88613102463617,0.00390009754863543,2.88613102463617,0.00390009754863543,0.0039000975486354
ENSG00000232871.8,19,NonSpecific,NDA,epithelial,42,42,0,7,1.87479876552866,0.0608204130935492,1.87479876552866,0.0608204130935492,0.0608204130935492
ENSG00000236036.1,13,NonSpecific,NDA,epithelial,7,6,0,2,-4.98068289048744,6.33602905798959e-07,-4.98068289048744,6.33602905798959e-07,6.33602905818745e-07
ENSG00000257800.1,2,NonSpecific,NDA,epithelial,22,21,0,6,-0.999615698012534,0.317496523259772,-0.999615698012534,0.317496523259772,0.317496523259772
ENSG00000277147.4,1,NonSpecific,NDA,epithelial,17,6,1,2,0.445630613635016,0.655864093111496,0.445630613635016,0.655864093111496,0.655864093111496
ENSG00000048707.13,1,CellTypeSpecific,PMD,adipose,52,44,1,5,0.208746246041197,0.834646336206171,0.790467098354951,0.429255029691501,0.70713080840151
ENSG00000084676.15,2,CellTypeSpecific,PMD,adipose,60,60,4,10,-0.184414054196657,0.853688645245254,-0.100480573546366,0.919962804841177,0.896180672437485
ENSG00000134917.9,11,CellTypeSpecific,PMD,adipose,13,13,1,0,0.427801422923677,0.668795700889993,0.941347575574972,0.34652676959446,0.510016441646872
ENSG00000142233.11,19,CellTypeSpecific,PMD,adipose,47,47,0,7,2.49088748589243,0.0127424464992004,3.23954969417386,0.0011971860290678,0.00218881009421728
ENSG00000149054.15,11,CellTypeSpecific,PMD,adipose,59,57,4,3,-1.42226170846413,0.154950290575284,1.55769571112934,0.11930539768134,0.134952058817133
ENSG00000198914.3,2,CellTypeSpecific,PMD,adipose,30,30,1,2,-1.00472733629693,0.315028161356375,-1.32180230514696,0.186233990551894,0.23729982541981
ENSG00000236036.1,13,CellTypeSpecific,PMD,adipose,7,6,0,1,6.83430840140052,8.24015847714203e-12,5.98848442152678,2.11805421734686e-09,1.64163930247944e-11
ENSG00000257800.1,2,CellTypeSpecific,PMD,adipose,42,41,1,8,1.49817926842423,0.13408668045398,-1.02399834660718,0.305836055854446,0.190615660678177
ENSG00000092607.13,1,NonSpecific,PMD,adipose,33,33,3,4,-1.10908292435391,0.267394410503133,-1.10908292435391,0.267394410503133,0.267394410503133
ENSG00000103199.13,16,NonSpecific,PMD,adipose,55,52,4,7,-0.641163396666549,0.521416528357693,-0.641163396666549,0.521416528357693,0.521416528357693
ENSG00000110092.3,11,NonSpecific,PMD,adipose,27,26,1,2,-3.11508451644402,0.001838922116919,-3.11508451644402,0.001838922116919,0.00183892211691903
ENSG00000159164.9,1,NonSpecific,PMD,adipose,26,13,1,2,3.5112002798583,0.000446088177796946,3.5112002798583,0.000446088177796946,0.000446088177797004
ENSG00000165269.12,9,NonSpecific,PMD,adipose,28,25,1,6,2.21955830294496,0.0264487653888415,2.21955830294496,0.0264487653888415,0.0264487653888415
ENSG00000166333.13,11,NonSpecific,PMD,adipose,18,17,0,1,-0.801669446215237,0.422744194303526,-0.801669446215237,0.422744194303526,0.422744194303526
ENSG00000224397.5,20,NonSpecific,PMD,adipose,37,36,2,2,4.1163092687348,3.84987638265115e-05,4.1163092687348,3.84987638265115e-05,3.84987638265402e-05
ENSG00000226445.1,6,NonSpecific,PMD,adipose,28,27,1,3,-0.534650431008766,0.592891604007988,-0.534650431008766,0.592891604007988,0.592891604007988
ENSG00000232871.8,19,NonSpecific,PMD,adipose,37,37,0,6,5.86338789879381,4.53517068337445e-09,5.86338789879381,4.53517068337445e-09,4.53517068021691e-09
ENSG00000277147.4,1,NonSpecific,PMD,adipose,22,8,1,2,-0.543407675125679,0.586849142415804,-0.543407675125679,0.586849142415804,0.586849142415804
ENSG00000048707.13,1,CellTypeSpecific,PMD,fibroblast,33,29,0,5,0.0412645354871383,0.967085005557438,1.04143691485748,0.297672817422568,0.929626285671959
ENSG00000092607.13,1,CellTypeSpecific,PMD,fibroblast,33,33,3,5,-0.982747662780699,0.325731646277263,-0.82879951893728,0.407217860497208,0.364123499925009
ENSG00000110092.3,11,CellTypeSpecific,PMD,fibroblast,44,43,1,5,-2.0694886088421,0.038500259172587,-1.92081665124654,0.0547548264786559,0.0452204839350401
ENSG00000142233.11,19,CellTypeSpecific,PMD,fibroblast,55,55,0,7,3.00901976608493,0.00262092063750074,2.23821073302985,0.0252073160658755,0.00474883414206845
ENSG00000159164.9,1,CellTypeSpecific,PMD,fibroblast,20,11,1,2,-1.63662580664236,0.101708680001557,4.57390192402314,4.78723997565384e-06,9.57404475820229e-06
ENSG00000176920.11,19,CellTypeSpecific,PMD,fibroblast,46,46,3,6,-4.29865847749586,1.71835013621736e-05,-4.71654444661974,2.39883981705168e-06,4.20996313877463e-06
ENSG00000183779.6,8,CellTypeSpecific,PMD,fibroblast,36,36,0,6,5.54000074531759,3.02470359401869e-08,5.4303314897946,5.62494704856393e-08,3.93398491159084e-08
ENSG00000257800.1,2,CellTypeSpecific,PMD,fibroblast,31,29,2,8,0.150854186265466,0.880090740860512,-0.0191396481712101,0.984729702548851,0.972810099696769
ENSG00000277147.4,1,CellTypeSpecific,PMD,fibroblast,34,9,0,3,1.05489878451432,0.291471618233517,0.976878249137577,0.328629431167187,0.30931214260029
ENSG00000084676.15,2,NonSpecific,PMD,fibroblast,29,29,2,5,0.766128023431398,0.443600130110699,0.766128023431398,0.443600130110699,0.443600130110699
ENSG00000103199.13,16,NonSpecific,PMD,fibroblast,53,50,3,7,-0.598827559436518,0.549287882301553,-0.598827559436518,0.549287882301553,0.549287882301553
ENSG00000149054.15,11,NonSpecific,PMD,fibroblast,53,53,4,1,0.204265672452223,0.838145893812898,0.204265672452223,0.838145893812898,0.838145893812897
ENSG00000165269.12,9,NonSpecific,PMD,fibroblast,28,25,1,6,2.13817253864792,0.0325027423087037,2.13817253864792,0.0325027423087037,0.0325027423087037
ENSG00000166333.13,11,NonSpecific,PMD,fibroblast,36,35,0,3,-0.989479362753271,0.322428662043041,-0.989479362753271,0.322428662043041,0.322428662043041
ENSG00000198914.3,2,NonSpecific,PMD,fibroblast,25,25,1,1,-3.89046166620955,0.00010005368273968,-3.89046166620955,0.00010005368273968,0.000100053682739697
ENSG00000224397.5,20,NonSpecific,PMD,fibroblast,41,40,2,2,4.12819691235354,3.65618956410417e-05,4.12819691235354,3.65618956410417e-05,3.65618956410497e-05
ENSG00000226445.1,6,NonSpecific,PMD,fibroblast,30,29,1,3,-0.529899395235433,0.596181685498273,-0.529899395235433,0.596181685498273,0.596181685498273
ENSG00000232871.8,19,NonSpecific,PMD,fibroblast,44,44,0,7,5.63122303074917,1.78936151952512e-08,5.63122303074917,1.78936151952512e-08,1.78936151957272e-08
ENSG00000236036.1,13,NonSpecific,PMD,fibroblast,6,5,0,1,3.14992194133726,0.00163314091144295,3.14992194133726,0.00163314091144295,0.00163314091144299
ENSG00000142233.11,19,CellTypeSpecific,PMD,epithelial,49,47,0,7,2.62394048975499,0.00869189705194264,0.219966984923047,0.825896867187072,0.0181848637306272
ENSG00000149054.15,11,CellTypeSpecific,PMD,epithelial,55,55,5,2,-0.556768427417783,0.577685657974442,0.735338749537178,0.462133214497356,0.520580920680581
ENSG00000183779.6,8,CellTypeSpecific,PMD,epithelial,38,38,0,5,4.43087435621046,9.3851763754886e-06,5.149819295158,2.60737546079289e-07,5.07379161231097e-07
ENSG00000224397.5,20,CellTypeSpecific,PMD,epithelial,56,55,2,7,2.34296990014446,0.0191309264220031,0.366240330462369,0.714185750256361,0.0400253425488124
ENSG00000048707.13,1,NonSpecific,PMD,epithelial,42,38,0,6,0.818148163208607,0.413272590134031,0.818148163208607,0.413272590134031,0.413272590134031
ENSG00000084676.15,2,NonSpecific,PMD,epithelial,37,37,2,6,0.619693864373546,0.535459355939621,0.619693864373546,0.535459355939621,0.535459355939621
ENSG00000092607.13,1,NonSpecific,PMD,epithelial,34,34,3,4,-1.06025996137891,0.289026348983748,-1.06025996137891,0.289026348983748,0.289026348983748
ENSG00000103199.13,16,NonSpecific,PMD,epithelial,58,55,3,8,-0.787885771418197,0.430763524598231,-0.787885771418197,0.430763524598231,0.430763524598231
ENSG00000110092.3,11,NonSpecific,PMD,epithelial,28,27,1,2,-3.15245482164815,0.00161903873245515,-3.15245482164815,0.00161903873245515,0.00161903873245517
ENSG00000165269.12,9,NonSpecific,PMD,epithelial,33,30,2,6,2.16088830430862,0.0307039685733706,2.16088830430862,0.0307039685733706,0.0307039685733706
ENSG00000166333.13,11,NonSpecific,PMD,epithelial,30,29,0,2,-1.01619384412676,0.309537087251353,-1.01619384412676,0.309537087251353,0.309537087251353
ENSG00000198914.3,2,NonSpecific,PMD,epithelial,25,25,1,1,-3.89412036606004,9.8555706545028e-05,-3.89412036606004,9.8555706545028e-05,9.85557065450937e-05
ENSG00000226445.1,6,NonSpecific,PMD,epithelial,28,27,1,3,-0.53246090184489,0.594406814256051,-0.53246090184489,0.594406814256051,0.594406814256051
ENSG00000232871.8,19,NonSpecific,PMD,epithelial,42,42,0,7,5.79831979824023,6.69826266162659e-09,5.79831979824023,6.69826266162659e-09,6.69826266784657e-09
ENSG00000236036.1,13,NonSpecific,PMD,epithelial,7,6,0,2,3.23746146372202,0.00120598226144981,3.23746146372202,0.00120598226144981,0.00120598226144985
ENSG00000257800.1,2,NonSpecific,PMD,epithelial,22,21,0,6,1.22772379163635,0.219550672088474,1.22772379163635,0.219550672088474,0.219550672088474
ENSG00000277147.4,1,NonSpecific,PMD,epithelial,17,6,1,2,-0.606686486973549,0.544058991635523,-0.606686486973549,0.544058991635523,0.544058991635523
