gene_id,chr,type,phenotype,PrediXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
ENSG00000048707.13,1,NonSpecific,NDA,4,4,0,0,-0.437723697235975,0.661586589065116,-0.437723697235975,0.661586589065116,0.661586589065116
ENSG00000084676.15,2,NonSpecific,NDA,8,8,0,1,-1.40328376650628,0.160532237036867,-1.40328376650628,0.160532237036867,0.160532237036867
ENSG00000092607.13,1,NonSpecific,NDA,6,6,2,1,0.770299532833091,0.441122233441946,0.770299532833091,0.441122233441946,0.441122233441946
ENSG00000103199.13,16,NonSpecific,NDA,9,9,1,0,-2.33114860349956,0.0197455251853665,-2.33114860349956,0.0197455251853665,0.0197455251853666
ENSG00000110092.3,11,NonSpecific,NDA,11,11,0,2,1.6027425382371,0.108991507816679,1.6027425382371,0.108991507816679,0.108991507816679
ENSG00000142233.11,19,NonSpecific,NDA,12,12,0,2,0.671255356833131,0.502057869160829,0.671255356833131,0.502057869160829,0.502057869160829
ENSG00000149054.15,11,NonSpecific,NDA,16,16,1,1,-1.00145395310171,0.316607391213037,-1.00145395310171,0.316607391213037,0.316607391213037
ENSG00000159164.9,1,NonSpecific,NDA,7,3,0,1,-0.889556962495196,0.373703824089738,-0.889556962495196,0.373703824089738,0.373703824089738
ENSG00000165269.12,9,NonSpecific,NDA,6,5,0,2,-1.2491918785041,0.211594901757086,-1.2491918785041,0.211594901757086,0.211594901757086
ENSG00000166333.13,11,NonSpecific,NDA,1,1,0,0,0.662,0.507971221690227,0.662,0.507971221690227,0.507971221690227
ENSG00000183779.6,8,NonSpecific,NDA,4,4,0,0,-5.93723911473703,2.89861766030881e-09,-5.93723911473703,2.89861766030881e-09,2.89861768244972e-09
ENSG00000198914.3,2,NonSpecific,NDA,11,11,0,0,3.12885397261974,0.0017548949754443,3.12885397261974,0.0017548949754443,0.00175489497544431
ENSG00000224397.5,20,NonSpecific,NDA,5,5,0,2,-0.319960757924288,0.748998078629341,-0.319960757924288,0.748998078629341,0.748998078629341
ENSG00000226445.1,6,NonSpecific,NDA,5,5,0,0,2.90474469789454,0.00367552771079483,2.90474469789454,0.00367552771079483,0.00367552771079486
ENSG00000232871.8,19,NonSpecific,NDA,17,17,0,2,1.80173435876574,0.0715872095879136,1.80173435876574,0.0715872095879136,0.0715872095879137
ENSG00000236036.1,13,NonSpecific,NDA,3,3,0,1,-4.10701004948853,4.00813797164885e-05,-4.10701004948853,4.00813797164885e-05,4.00813797165405e-05
ENSG00000257800.1,2,NonSpecific,NDA,4,4,0,2,-0.981104644177095,0.326541140469678,-0.981104644177095,0.326541140469678,0.326541140469678
ENSG00000277147.4,1,NonSpecific,NDA,3,1,0,1,-0.504,0.614261376983182,-0.504,0.614261376983182,0.614261376983182
